ORG,DEST,DIST
LAX,PIT,2136
LAX,BOS,2611
LAX,CMH,1995
LAX,SAT,1211
LAX,LAX,0
LAX,HOU,1390
LAX,OGG,2486
LAX,RSW,2238
LAX,DFW,1235
LAX,CVG,1900
LAX,LAS,236
LAX,LIH,2615
LAX,MCO,2218
LAX,TPA,2158
LAX,SAN,109
LAX,RDU,2239
LAX,IAD,2288
LAX,DAL,1246
LAX,SNA,36
LAX,FLL,2343
LAX,PSP,110
LAX,BUR,18
LAX,OMA,1330
LAX,OTH,725
LAX,EGE,748
LAX,RNO,391
LAX,APA,845
LAX,BZN,902
LAX,ANC,2345
LAX,MDW,1750
LAX,FAT,209
LAX,BWI,2329
LAX,DAB,2215
LAX,ICT,1203
LAX,SBA,89
LAX,YUM,237
LAX,BFL,109
LAX,GJT,655
LAX,SMX,134
LAX,ONT,47
LAX,CDC,395
LAX,ORD,1744
LAX,BOI,674
LAX,IDA,743
LAX,TUL,1283
LAX,ELP,715
LAX,ABQ,677
LAX,IAH,1379
LAX,LBB,954
LAX,MAF,951
LAX,MRY,266
LAX,TUS,451
LAX,MCI,1363
LAX,GEG,945
LAX,BRO,1372
LAX,SPS,1142
LAX,FCA,1014
LAX,ABI,1089
LAX,COS,833
LAX,LGB,17
LAX,PSC,851
LAX,BFI,959
LAX,PUW,886
LAX,LBE,2180
LAX,CYS,895
LAX,FOE,1309
LAX,STL,1592
LAX,ITO,2449
LAX,BLI,1047
LAX,MLI,1606
LAX,EUG,748
LAX,ORF,2371
LAX,BHM,1815
LAX,AMA,955
LAX,MEM,1619
LAX,SDF,1843
LAX,LWS,861
LAX,AZA,392
LAX,LUK,1913
LAX,MSN,1687
LAX,ACY,2439
LAX,GSO,2172
LAX,FWA,1877
LAX,BED,2596
LAX,MKE,1756
LAX,SGF,1423
LAX,BTR,1609
LAX,JAC,784
LAX,TYS,1949
LAX,PVD,2592
LAX,BUF,2218
LAX,PWM,2642
LAX,COU,1493
LAX,DSM,1447
LAX,SYR,2351
LAX,BDL,2527
LAX,GPT,1731
LAX,FSD,1340
LAX,RIC,2305
LAX,SAV,2152
LAX,SWF,2455
LAX,CHO,2239
LAX,PIA,1640
LAX,CHS,2206
LAX,ABE,2388
LAX,MDT,2320
LAX,JAN,1642
LAX,ECP,1920
LAX,HSV,1803
LAX,DCA,2311
LAX,JAX,2153
LAX,CAE,2130
LAX,TLH,2002
LAX,MSO,923
LAX,AFW,1218
LAX,LIT,1494
LAX,MCE,259
LAX,IGM,270
LAX,SBN,1823
LAX,GUM,6089
LAX,RDM,726
LAX,PRC,346
LAX,PBI,2330
LAX,BIL,970
LAX,CID,1550
LAX,FAR,1440
LAX,MFE,1318
LAX,SUN,696
LAX,WRI,2435
LAX,SBP,156
LAX,MFR,630
LAX,BGR,2713
LAX,PAE,984
LAX,TWF,626
LAX,LNK,1279
LAX,HLN,937
LAX,LRD,1208
LAX,ADS,1246
LAX,FTW,1217
LAX,MGM,1852
LAX,LAN,1920
LAX,GSP,2057
LAX,ROW,801
LAX,PNS,1837
LAX,CRP,1310
LAX,GRK,1216
LAX,ALB,2468
LAX,SRQ,2171
LAX,RFD,1686
LAX,MHK,1258
LAX,GCN,381
LAX,TOL,1952
LAX,SJU,3386
LAX,GTF,1004
LAX,TRI,2033
LAX,MOB,1773
LAX,AWK,4650
LAX,UAM,6078
LAX,PIE,2151
LAX,FLG,393
LAX,PUB,833
LAX,SLN,1202
LAX,BTV,2500
LAX,LAR,862
LAX,MLB,2263
LAX,STC,1515
LAX,BIS,1280
LAX,MKC,1368
LAX,GRR,1874
LAX,ROC,2272
LAX,LEX,1904
LAX,GRB,1767
LAX,DLH,1632
LAX,IFP,235
LAX,MHT,2587
LAX,LGA,2469
LAX,YIP,1970
LAX,VPS,1875
LAX,PSM,2618
LAX,FAI,2465
LAX,TVL,353
LAX,BLM,2459
LAX,MOD,292
LAX,ADW,2320
LAX,SHV,1425
LAX,CAK,2073
LAX,DAY,1925
LAX,ALO,1526
LAX,AEX,1514
LAX,IAB,1212
LAX,ACV,577
LAX,RDD,501
LAX,CPR,894
LAX,OSH,1738
LAX,RST,1547
LAX,MBS,1952
LAX,EDF,2343
LAX,BAD,1433
ANC,IND,3020
ANC,RFD,2795
ANC,SEA,1448
ANC,MSP,2519
ANC,FAI,261
ANC,SLC,2125
ANC,ADK,1192
ANC,BRW,725
ANC,TKJ,272
ANC,MCG,220
ANC,DLG,329
ANC,ENA,59
ANC,BET,399
ANC,GTF,1788
ANC,SHH,604
ANC,ANC,0
ANC,DUT,792
ANC,SVA,677
ANC,GAM,716
ANC,BOS,3383
ANC,LAS,2304
ANC,ANI,318
ANC,PHO,698
ANC,WNA,404
ANC,GNU,424
ANC,ADQ,253
ANC,AKN,288
ANC,CDB,620
ANC,IGG,240
ANC,ILI,195
ANC,KFP,657
ANC,GAL,329
ANC,SCC,627
ANC,ENN,235
ANC,AKI,377
ANC,OME,539
ANC,KCL,455
ANC,PTH,423
ANC,KEK,286
ANC,PTU,435
ANC,BTI,646
ANC,HCR,329
ANC,KSM,442
ANC,TOG,388
ANC,AKP,485
ANC,MSY,3431
ANC,JNU,571
ANC,AIN,712
ANC,VDZ,126
ANC,HOM,117
ANC,FBK,265
ANC,KTN,775
ANC,MOU,455
ANC,PAQ,42
ANC,BVU,35
ANC,OTZ,548
ANC,SIT,592
ANC,NUI,627
ANC,PIZ,698
ANC,WRG,708
ANC,KLG,345
ANC,SNP,767
ANC,ANV,348
ANC,SDP,557
ANC,CDV,160
ANC,BFI,1444
ANC,VAK,518
ANC,PSG,678
ANC,DRG,518
ANC,KVL,627
ANC,BKC,478
ANC,KVC,612
ANC,GKN,164
ANC,EHM,454
ANC,EDF,8
ANC,SVW,187
ANC,TLJ,228
ANC,FAR,2297
ANC,PAE,1425
ANC,LAX,2345
ANC,RDD,1845
ANC,PHX,2552
ANC,LMT,1763
ANC,GEG,1584
ANC,ORD,2846
ANC,YIP,2978
ANC,LUR,708
ANC,UTO,353
ANC,PWT,1433
ANC,IAH,3266
ANC,PDX,1542
ANC,SYA,1455
ANC,OGG,2797
ANC,KOA,2874
ANC,DEN,2405
ANC,DFW,3043
ANC,BAD,3175
ANC,FSD,2467
ANC,GRK,3123
ANC,JFK,3386
ANC,DTW,2986
ANC,MEM,3153
ANC,OAK,2016
ANC,EWR,3370
ANC,SFO,2018
ANC,ATL,3417
ANC,AFW,3029
ANC,MIA,4004
ANC,BWI,3370
ANC,UAM,4576
ANC,STL,2936
ANC,MCI,2762
ANC,HSV,3283
ANC,CVG,3110
ANC,SDF,3122
ANC,ELP,2814
ANC,DLH,2455
ANC,BNA,3203
ANC,LGB,2360
ANC,MCO,3818
ANC,GUM,4586
ANC,HNL,2777
ANC,CHS,3605
ANC,ONT,2360
ANC,SXQ,60
ANC,KNW,280
ANC,MYU,552
ANC,RBY,300
ANC,TPA,3803
ANC,SJC,2045
ANC,MDO,174
ANC,BUR,2331
ANC,CYS,2330
ANC,HPB,536
ANC,CZF,531
ANC,AUS,3179
ANC,OMA,2615
ANC,GSO,3430
ANC,SPN,4458
ANC,ABL,473
ANC,FLL,3992
ANC,PHL,3379
ANC,BHM,3344
ANC,ATK,676
ANC,KAL,352
ANC,STC,2457
ANC,WRI,3393
ANC,IAN,510
ANC,TUL,2894
ANC,JAC,2009
ANC,CAE,3511
ANC,DAY,3079
ANC,IAD,3356
ANC,SWD,75
ANC,AKK,329
ANC,BTT,400
ANC,BIL,1964
ANC,ADW,3383
ANC,SMF,1973
ANC,OKC,2883
ANC,MKE,2796
ANC,IAB,2769
ANC,SAV,3610
ANC,BDL,3351
ANC,FYU,401
ANC,CHA,3313
ANC,EIL,258
ANC,RNO,1973
ANC,COS,2463
ANC,ABQ,2617
ANC,BIS,2172
ANC,BLI,1371
ANC,SJU,4913
ANC,TOL,3003
ANC,PIT,3180
ANC,TUS,2661
ANC,SWF,3329
ANC,HNS,515
ANC,BIG,238
ANC,MOT,2083
ANC,RBB,363
ANC,BOI,1841
ANC,MSN,2737
ANC,LIT,3096
ANC,CLT,3445
ANC,RDU,3481
ANC,GPT,3446
FOD,MEM,566
FOD,IAD,911
FOD,STL,330
FOD,MSP,168
FOD,GFK,400
FOD,ALO,91
ANP,BAF,300
ANP,HPN,211
PHL,ORF,212
PHL,SAV,629
PHL,STL,814
PHL,JFK,94
PHL,ATL,666
PHL,BOS,280
PHL,CLE,363
PHL,DTW,453
PHL,IAD,135
PHL,LAX,2402
PHL,MSP,980
PHL,OKC,1261
PHL,PIT,268
PHL,BNA,675
PHL,BUF,279
PHL,HPN,115
PHL,IND,588
PHL,MEM,875
PHL,ORD,678
PHL,CLT,449
PHL,EWR,80
PHL,MDW,668
PHL,RDU,337
PHL,PHL,0
PHL,TYS,554
PHL,BDL,196
PHL,ALB,212
PHL,BWI,90
PHL,MHT,289
PHL,MKE,690
PHL,TPA,920
PHL,PVD,237
PHL,BUR,2392
PHL,YNG,302
PHL,LAS,2176
PHL,LYH,277
PHL,IAH,1325
PHL,SDF,576
PHL,GSO,365
PHL,LEX,520
PHL,ROA,311
PHL,SBY,107
PHL,CHO,210
PHL,AGS,583
PHL,COU,911
PHL,SWF,127
PHL,ERI,300
PHL,CVG,507
PHL,MGM,813
PHL,HSV,730
PHL,ACK,289
PHL,MDT,84
PHL,FAY,392
PHL,GSP,515
PHL,MYR,473
PHL,LGA,96
PHL,RIC,198
PHL,BHM,772
PHL,CAK,335
PHL,DAY,477
PHL,DCA,119
PHL,FWA,530
PHL,JAX,742
PHL,DFW,1303
PHL,CHS,550
PHL,MSY,1089
PHL,SYR,228
PHL,FLL,992
PHL,ILM,413
PHL,MCO,861
PHL,JAN,978
PHL,HOU,1336
PHL,ROC,257
PHL,TUL,1152
PHL,ICT,1205
PHL,LIT,999
PHL,RSW,993
PHL,AVL,504
PHL,DEN,1558
PHL,OMA,1088
PHL,PBI,951
PHL,SFO,2521
PHL,MIA,1013
PHL,ABE,55
PHL,TTN,36
PHL,BFF,1485
PHL,DAL,1295
PHL,SLC,1927
PHL,DSM,972
PHL,PDX,2406
PHL,CMH,406
PHL,ART,287
PHL,PHX,2075
PHL,SJU,1576
PHL,BED,273
PHL,LUK,493
PHL,SBN,594
PHL,MCI,1038
PHL,COS,1573
PHL,SAN,2370
PHL,STT,1605
PHL,AUS,1430
PHL,AVP,104
PHL,BGR,473
PHL,SFB,838
PHL,TUS,2056
PHL,PWM,364
PHL,ONT,2356
PHL,ABQ,1747
PHL,GRR,573
PHL,CAE,523
PHL,GJT,1770
PHL,GEG,2155
PHL,SEA,2378
PHL,SAT,1496
PHL,SPS,1345
PHL,HOT,1051
PHL,ITH,192
PHL,CHA,641
PHL,DAB,808
PHL,SRQ,957
PHL,BTV,335
PHL,SJC,2504
PHL,ANC,3379
PHL,SMF,2458
PHL,ATW,746
PHL,RFD,741
PHL,CRW,357
PHL,PHF,201
PHL,SCE,153
PHL,IPT,130
PHL,ELM,180
PHL,BGM,166
PHL,HVN,157
PHL,ISP,130
PHL,OAK,2511
PHL,TOL,465
PHL,ACY,46
PHL,SPI,767
PHL,RST,931
PHL,GRB,733
PHL,MSN,764
PHL,LCH,1218
PHL,FOE,1092
PHL,ECP,886
PHL,GFK,1223
PHL,DLH,977
PHL,PUB,1570
PHL,CYS,1552
PHL,SHV,1155
PHL,FAR,1185
PHL,BIL,1727
PHL,AMA,1482
PHL,SNA,2380
PHL,ABY,763
PHL,PIE,928
PHL,AFW,1314
PHL,HYA,288
PHL,SLK,316
PHL,BFD,222
PHL,BMI,724
PHL,MLB,868
PHL,MKC,1034
PHL,IFP,2167
PHL,LAR,1596
PHL,GRK,1406
PHL,BZN,1853
PHL,EGE,1678
PHL,ABI,1455
PHL,TCL,826
PHL,LWS,2134
PHL,TWF,2036
PHL,PSM,319
PHL,ILG,24
PHL,BFI,2377
PHL,SHD,226
PHL,CMI,692
PHL,FSD,1137
PHL,LSE,870
PHL,CKB,269
PHL,BKL,357
PHL,YIP,463
PHL,PSP,2304
PHL,RDD,2460
PHL,BOI,2113
PHL,BIS,1364
PHL,SLN,1200
PHL,BRO,1602
PHL,GGG,1202
PHL,EWN,345
PHL,PIA,765
PHL,LAF,619
PHL,LAN,525
PHL,LNK,1135
PHL,SGF,998
PHL,GNV,807
PHL,CEF,214
PHL,LBB,1529
PHL,ACT,1356
PHL,TLH,831
PHL,MIE,539
PHL,PKB,333
PHL,FNT,490
PHL,HTS,406
PHL,IDA,1906
PHL,HNL,4920
PHL,BHB,474
PHL,MRY,2517
PHL,SUN,2018
PHL,MBS,522
PHL,BAF,206
PHL,IAG,295
PHL,LFT,1156
PHL,GPT,1017
PHL,ADW,113
PHL,ORH,242
PHL,TRI,454
PHL,AEX,1135
PHL,WRI,36
RDD,EUG,254
RDD,ONT,514
RDD,ACV,101
RDD,MRY,272
RDD,CEC,134
RDD,SFO,199
RDD,SEA,479
RDD,SAT,1541
RDD,IFP,561
RDD,SMX,400
RDD,SMF,131
RDD,BUR,486
RDD,MOD,212
RDD,SJC,218
RDD,FAT,293
RDD,GCN,635
RDD,MFR,132
RDD,SBP,375
RDD,SBA,441
RDD,OAK,192
RDD,ABQ,936
RDD,MSP,1502
RDD,MDT,2376
RDD,LMT,118
RDD,LAX,501
RDD,BFL,392
AXV,DAY,41
AXV,YIP,127
CIU,PLN,49
CIU,MSP,435
CIU,DTW,284
CIU,GRR,238
CIU,SBN,327
CIU,RIC,707
CIU,FWA,366
CIU,FNT,230
CIU,APN,92
CIU,MBS,189
CIU,TVC,117
CIU,TTN,638
CIU,ATW,241
CIU,CLE,359
AFW,MRY,1413
AFW,MSY,465
AFW,ABI,143
AFW,OKC,167
AFW,MAF,294
AFW,SJT,217
AFW,ELP,536
AFW,ACT,95
AFW,ICT,321
AFW,SHV,207
AFW,LBB,265
AFW,TUL,236
AFW,ORD,806
AFW,SAT,247
AFW,IAH,238
AFW,AFW,0
AFW,PIT,1078
AFW,LRD,396
AFW,DAL,29
AFW,YIP,987
AFW,DFW,17
AFW,MCO,1002
AFW,BFI,1646
AFW,CAE,937
AFW,ROW,419
AFW,OAK,1439
AFW,LAX,1218
AFW,MEM,444
AFW,IND,769
AFW,HRL,466
AFW,SNA,1188
AFW,AUS,194
AFW,SLC,972
AFW,MCI,459
AFW,BUR,1214
AFW,MSP,849
AFW,PAE,1658
AFW,ONT,1171
AFW,PDX,1599
AFW,SEA,1644
AFW,DEN,626
AFW,LGB,1204
AFW,AMA,295
AFW,BWI,1229
AFW,TXK,195
AFW,BNA,644
AFW,PUB,545
AFW,GCN,870
AFW,CMI,699
AFW,LAF,770
AFW,BRO,488
AFW,SDF,743
AFW,BHM,613
AFW,PHX,851
AFW,EWR,1383
AFW,ABQ,551
AFW,MIA,1138
AFW,FLL,1136
AFW,RDU,1075
AFW,JFK,1402
AFW,STL,556
AFW,SMF,1413
AFW,CLL,175
AFW,TYR,120
AFW,CKB,1048
AFW,PVD,1540
AFW,DAB,998
AFW,COS,576
AFW,ATL,747
AFW,LEX,796
AFW,CID,686
AFW,TUS,797
AFW,CLT,950
AFW,SAN,1154
AFW,BWD,126
AFW,DTW,994
AFW,INT,997
AFW,SLN,401
AFW,CYS,699
AFW,ANC,3029
ACY,BED,270
ACY,SLN,1237
ACY,HPN,120
ACY,ACY,0
ACY,ORF,198
ACY,FAY,389
ACY,GSO,374
ACY,RDU,338
ACY,RWI,308
ACY,TRI,474
ACY,CAK,377
ACY,RIC,201
ACY,BWI,114
ACY,GSP,526
ACY,PBG,363
ACY,TYS,574
ACY,CHA,660
ACY,CLE,407
ACY,IAD,159
ACY,ILM,402
ACY,PIT,309
ACY,SWF,143
ACY,CEF,217
ACY,HTS,437
ACY,ROA,328
ACY,LBE,263
ACY,PHL,46
ACY,JFK,92
ACY,AEX,1156
ACY,MIA,998
ACY,AGS,588
ACY,ATL,679
ACY,BOS,274
ACY,CLT,457
ACY,DTW,497
ACY,JAX,737
ACY,MHT,290
ACY,PIE,922
ACY,PVD,228
ACY,ROC,300
ACY,ALB,231
ACY,BUF,323
ACY,CHS,545
ACY,CMH,444
ACY,IND,625
ACY,PBI,936
ACY,PWM,364
ACY,SDF,608
ACY,SFB,829
ACY,SYR,264
ACY,YNG,345
ACY,CRW,385
ACY,DAY,515
ACY,MDW,710
ACY,BHM,789
ACY,GRR,617
ACY,MBS,567
ACY,STL,849
ACY,CVG,542
ACY,DFW,1330
ACY,FWA,571
ACY,IAH,1345
ACY,ICT,1241
ACY,ISP,121
ACY,MEM,900
ACY,MKE,734
ACY,MSY,1103
ACY,MYR,466
ACY,BNA,700
ACY,CAE,526
ACY,MCI,1076
ACY,MSN,808
ACY,OMA,1129
ACY,PIA,805
ACY,TOL,507
ACY,GRB,778
ACY,MSP,1025
ACY,SPI,805
ACY,AMA,1516
ACY,TUL,1184
ACY,MCO,852
ACY,EWR,88
ACY,LAN,570
ACY,LGA,98
ACY,FLL,977
ACY,TPA,913
ACY,ORD,720
ACY,RSW,982
ACY,LYH,291
ACY,AGC,291
ACY,LCH,1236
ACY,SBN,636
ACY,SCE,198
ACY,DCA,139
ACY,JST,234
ACY,AVP,143
ACY,BDL,198
ACY,MDT,127
ACY,OKC,1293
ACY,SAT,1519
ACY,MLB,856
ACY,PHF,191
ACY,DAB,799
ACY,ABI,1483
ACY,SPS,1375
ACY,GPT,1030
ACY,RFD,783
ACY,AVL,518
ACY,ACK,269
ACY,OAK,2552
ACY,INT,385
ACY,ROW,1715
ACY,ERI,345
ACY,AUS,1454
ACY,ORH,240
ACY,LUK,528
ACY,MCN,689
ACY,HOU,1356
ACY,GYY,691
ACY,LIT,1026
ACY,SAV,627
ACY,LEX,550
ACY,MOB,980
ACY,IAG,339
ACY,LGB,2429
ACY,MER,2473
ACY,ABE,94
ACY,CID,914
ACY,YIP,507
ACY,TCL,843
ACY,BGR,473
ACY,ITH,231
ACY,ILG,57
ACY,ATW,791
ACY,TLH,834
ACY,LNK,1175
IGM,IFP,36
IGM,DEN,599
IGM,LAX,270
IGM,BLD,70
IGM,PRC,96
IGM,ONT,225
IGM,TUS,277
IGM,IAH,1142
IGM,IGM,0
IGM,PHX,167
IGM,LAS,89
EWN,FLO,165
EWN,RDU,113
EWN,CAE,245
EWN,AGS,305
EWN,CLT,221
EWN,ATL,433
EWN,ILM,74
EWN,GSO,178
EWN,FAY,104
EWN,TRI,316
EWN,MEM,733
EWN,CSG,487
EWN,GSP,294
EWN,BHM,565
EWN,PHL,345
EWN,IAD,268
EWN,ORF,134
EWN,MYR,144
EWN,MGM,571
CWF,LNK,761
CWF,TPA,660
CWF,MIA,842
CWF,ALO,852
CWF,DFW,295
CWF,CID,809
CWF,ANB,487
CWF,BNA,553
CWF,BTR,121
CWF,SLC,1284
CWF,MEM,381
CWF,DSM,781
CWF,MCI,633
CWF,MSY,174
CWF,SHV,159
CWF,STP,1015
CWF,IND,762
CWF,ATL,564
MTW,EAU,195
OLM,BUR,912
OLM,BFI,48
OLM,BNA,2000
OLM,OLM,0
OLM,PWT,36
MOB,PNS,65
MOB,ATL,302
MOB,JAN,155
MOB,CLL,484
MOB,SHV,351
MOB,CAK,801
MOB,LCH,300
MOB,AUS,564
MOB,LFT,226
MOB,MSN,861
MOB,TYR,438
MOB,IND,632
MOB,MCI,697
MOB,BTR,174
MOB,VPS,103
MOB,TYS,430
MOB,GPT,53
MOB,AVL,465
MOB,CAE,473
MOB,GGG,399
MOB,ACT,536
MOB,SJT,728
MOB,DFW,539
MOB,CID,795
MOB,CLT,526
MOB,MSY,130
MOB,SAT,617
MOB,MEM,316
MOB,IAH,427
MOB,BHM,216
MOB,HPN,1082
MOB,ORD,779
MOB,PIT,812
MOB,ATW,936
MOB,DAY,674
MOB,LIT,362
MOB,AEX,259
MOB,CRW,651
MOB,LBB,821
MOB,EWR,1047
MOB,SCE,910
MOB,GSP,455
MOB,SAV,428
MOB,GRK,570
MOB,MAF,830
MOB,FLL,586
MOB,STL,568
MOB,LAX,1773
MOB,BUR,1770
MOB,LAS,1594
MOB,SNA,1742
MOB,DAL,528
MOB,SBN,767
MOB,ABI,685
MOB,SGF,540
MOB,CSG,232
MOB,MOB,0
MOB,CHS,506
MOB,DCA,849
MOB,CRP,594
MOB,CLE,820
MOB,BWG,445
MOB,TRI,521
MOB,MGM,156
MOB,OKC,632
MOB,HTS,620
MOB,RDU,653
MOB,HOU,427
MOB,TLH,233
MOB,GSO,607
MOB,IAD,835
MOB,BPT,349
MOB,ECP,147
MOB,AGS,412
MOB,LUK,619
MOB,SDF,536
MOB,AZA,1384
MOB,PHX,1404
MOB,DHN,171
MOB,ACY,980
MOB,LAN,858
MOB,YIP,838
MOB,IFP,1556
MOB,PHL,968
MOB,MIA,590
TYR,SHV,92
TYR,MAF,400
TYR,DFW,102
TYR,ATL,643
TYR,IAH,163
TYR,BRO,461
TYR,AUS,200
TYR,DAL,91
TYR,GRK,168
TYR,LCH,200
TYR,LIT,246
TYR,SPS,212
TYR,ACT,119
TYR,CLL,134
TYR,ONT,1289
TYR,FWA,820
TYR,MSP,872
TYR,GGG,40
TYR,JAN,311
ORH,GYY,801
ORH,JFK,150
ORH,JAX,977
ORH,BOS,45
ORH,SRQ,1189
ORH,RSW,1220
ORH,MCO,1091
ORH,FLL,1211
ORH,MVY,89
ORH,YIP,597
ORH,MYR,706
ORH,PBI,1171
ORH,PBG,183
ORH,ACY,240
ORH,DLH,1048
ORH,ORH,0
ORH,STL,1002
ORH,PVD,44
ORH,SFB,1068
ORH,EWR,161
ORH,BNA,899
ORH,BDL,47
ORH,CLE,518
ORH,GFK,1291
ORH,MHT,51
ORH,IAD,373
ORH,RIC,438
ORH,RDU,576
SGY,HNS,17
SGY,JNU,81
SGY,SGY,0
SGY,HNH,94
SGY,GST,73
SGY,SIT,167
UAM,HNL,3791
UAM,GUM,11
UAM,ANC,4576
UAM,BWI,7922
UAM,EDF,4583
UAM,UAM,0
UAM,PDX,5675
SLN,SAN,1172
SLN,BUR,1193
SLN,HYA,1455
SLN,SLN,0
SLN,ICT,80
SLN,MCI,162
SLN,OAK,1334
SLN,YIP,780
SLN,DAL,412
SLN,PDX,1357
SLN,BUF,1029
SLN,ONT,1156
SLN,ELP,688
SLN,PHX,883
SLN,PAE,1383
SLN,SBA,1266
SLN,HRO,302
SLN,LRD,782
SLN,PUB,372
SLN,FAR,563
SLN,RFD,508
SLN,TUS,878
SLN,LGB,1191
SLN,GYY,575
SLN,HPN,1277
SLN,MEM,497
SLN,PHL,1200
SLN,LAX,1202
SLN,SUN,925
SLN,IAD,1087
SLN,IAH,621
SLN,CLE,855
SLN,GRR,695
SLN,BFI,1376
SLN,LAS,979
SLN,RST,443
SLN,TTN,1221
SLN,TOL,757
SLN,JLN,206
SLN,FWA,679
SLN,TUL,203
SLN,SMF,1289
SLN,LUK,712
SLN,RDU,1056
SLN,EWR,1254
DEC,ORD,156
DEC,STL,110
DEC,CMI,34
DEC,YIP,324
DEC,AGS,588
DEC,MSP,413
DEC,DCA,637
STX,ATL,1638
STX,SIG,100
STX,STT,45
STX,MCO,1282
STX,HPN,1694
STX,CLT,1562
STX,MYR,1406
STX,SJU,94
STX,RSW,1243
STX,VQS,54
STX,MIA,1139
STX,CPX,53
STX,TPA,1331
STX,ILM,1399
STX,STX,0
STX,FLL,1140
STX,BHM,1745
STX,CAE,1507
STX,JAX,1380
STX,SAV,1427
STX,CHA,1732
STX,CHS,1412
STX,PBI,1157
STX,DAB,1297
STX,JFK,1668
DAB,ATL,366
DAB,LAX,2215
DAB,JAX,98
DAB,CLT,416
DAB,GNV,81
DAB,CHS,263
DAB,GSO,481
DAB,MGM,383
DAB,AGS,294
DAB,MCO,54
DAB,MIA,238
DAB,GPT,489
DAB,BDL,997
DAB,MYR,335
DAB,SAV,203
DAB,LGA,897
DAB,GSP,400
DAB,CVG,711
DAB,IAD,704
DAB,IND,785
DAB,TPA,122
DAB,PIE,132
DAB,AVP,890
DAB,MFR,2490
DAB,FAY,420
DAB,ACY,799
DAB,BNA,580
DAB,PVD,1020
DAB,ORF,602
DAB,ILG,787
DAB,PHL,808
DAB,SCE,825
DAB,SFB,30
DAB,SYR,999
DAB,CMH,753
DAB,RDU,480
DAB,DCA,705
DAB,CAE,328
DAB,TRI,509
DAB,PIT,781
DAB,BHM,452
DAB,EWR,884
DAB,PBI,182
DAB,HSV,504
DAB,AUS,1001
DAB,BWI,733
DAB,PHF,608
DAB,ISP,918
DAB,MLB,78
DAB,MDT,797
DAB,CLE,844
DAB,TYS,488
DAB,MSP,1271
DAB,BUR,2212
DAB,SJU,1204
DAB,IAH,861
DAB,INT,482
DAB,BED,1066
DAB,ORD,962
DAB,ADW,706
DAB,ROC,979
DAB,BUF,957
DAB,FLL,221
DAB,TLH,215
DAB,PSM,1114
BRO,LRD,169
BRO,SDF,1087
BRO,TCL,776
BRO,MCI,936
BRO,LFT,445
BRO,AUS,296
BRO,BTR,498
BRO,HSV,875
BRO,MFE,54
BRO,DAL,479
BRO,CRP,128
BRO,HRL,26
BRO,ACT,393
BRO,DFW,482
BRO,SHV,500
BRO,IAH,308
BRO,CMH,1283
BRO,ELP,677
BRO,GYY,1224
BRO,YIP,1375
BRO,TOL,1331
BRO,SMX,1504
BRO,SBN,1260
BRO,MEM,770
BRO,MDT,1545
BRO,AEX,476
BRO,FLL,1074
BRO,SAT,258
BRO,CSG,880
BRO,PIE,920
BRO,EWR,1679
BRO,BUF,1580
BRO,CVG,1170
BRO,ORD,1233
BRO,BFI,2015
BRO,GSO,1250
BRO,AZA,995
BRO,LRU,723
BRO,MIA,1067
BRO,LBB,596
BRO,LAN,1372
BRO,OAK,1663
BRO,IND,1149
BRO,LIT,682
BRO,LAS,1261
BRO,DEN,1049
BRO,ABI,468
BRO,SJT,419
BRO,OKC,654
BRO,PHX,1018
BRO,LAX,1372
BRO,CLT,1170
BRO,GRK,356
BRO,ATL,944
BRO,LEX,1122
BRO,TUS,922
BRO,MSP,1329
BRO,OMA,1065
BRO,BRO,0
BRO,HOU,289
BRO,COU,940
BRO,JFK,1695
BRO,MGM,799
BRO,FWA,1253
BRO,CAE,1122
BRO,LGB,1355
BRO,SLC,1323
BRO,AFW,488
BRO,BUR,1375
BRO,TYS,1048
BRO,GSP,1097
BRO,RFD,1219
BRO,FNT,1408
BRO,GRR,1350
BRO,CLE,1391
BRO,AMA,690
BRO,CLL,329
BRO,GGG,475
BRO,BHM,830
BRO,JAN,626
BRO,DAY,1230
BRO,AGS,1061
BRO,TVC,1457
BRO,LCH,388
BRO,PDX,1944
BRO,DHN,817
BRO,FSM,675
BRO,ABQ,833
BRO,CHA,961
BRO,LAF,1168
BRO,STL,976
BRO,TYR,461
BRO,BNA,948
BRO,TUL,715
BRO,HKY,1167
BRO,AZO,1312
RST,BUR,1535
RST,MSP,76
RST,ORD,268
RST,MSN,167
RST,LSE,62
RST,ATL,831
RST,BNA,619
RST,CLE,569
RST,DTW,477
RST,IFP,1318
RST,LAS,1312
RST,DSM,174
RST,STL,373
RST,CID,145
RST,OMA,250
RST,FSD,213
RST,MEM,626
RST,GRB,221
RST,BOI,1184
RST,BMI,300
RST,ANC,2592
RST,OKC,647
RST,IND,431
RST,PIA,266
RST,AZA,1264
RST,SAT,1044
RST,JFK,983
RST,MKE,241
RST,ICT,503
RST,FAR,295
RST,SGF,462
RST,MCI,338
RST,MDW,282
RST,SDF,530
RST,BOS,1089
RST,FWA,424
RST,RST,0
RST,GRR,358
RST,MIA,1425
RST,DCA,874
RST,FNT,445
RST,HPN,977
RST,EWR,963
RST,SLN,443
RST,LNK,304
RST,CMI,344
RST,GFK,359
HCR,ANV,34
HCR,FAI,410
HCR,BET,119
HCR,MCG,143
HCR,ANI,43
HCR,KLG,49
